target,R2,RMSE,Alpha
Age_in_Yrs,-1.8471452145618628e-08,3.709056518053292,100000.0
PMAT24_A_RTCR,0.007772509982645337,7925.131695597641,16.23776739188721
ReadEng_Unadj,-0.00826225789701418,11.358469252099546,100000.0
ReadEng_AgeAdj,-0.010799489796273987,15.755525123424642,100000.0
PicVocab_Unadj,-0.004066570917513612,9.704166218015683,100000.0
PicVocab_AgeAdj,-0.007110291120461021,15.767490217259288,100000.0
