target,R2,RMSE
Age_in_Yrs,-0.13361191276940354,3.9490774169620884
PMAT24_A_RTCR,-3.865555149624493,17549.59344430712
ReadEng_Unadj,-5.286213906003947,28.361397639137614
ReadEng_AgeAdj,-0.2410142464890852,17.45776966138313
PicVocab_Unadj,-2.7699521685119053,18.803768369158995
PicVocab_AgeAdj,-28.635212801520986,85.53189189436033
