target,R2,RMSE,Alpha
Age_in_Yrs,0.0002986709119715547,3.708502548792021,112.88378916846884
PMAT24_A_RTCR,0.0031367941008710876,7943.623346031743,42.81332398719396
ReadEng_Unadj,-0.008262011275020464,11.358467862952784,100000.0
ReadEng_AgeAdj,-0.010799182841043642,15.755522731139495,100000.0
PicVocab_Unadj,-0.004066549755978199,9.704166115754008,100000.0
PicVocab_AgeAdj,-0.007109933896356502,15.767487420878336,100000.0
